chr9,3000031,3000032,56.0606060606061
chr9,3000047,3000048,87.9518072289157
chr9,3000207,3000208,50
chr9,3000223,3000224,72.3404255319149
chr9,3000341,3000342,73.8255033557047
chr9,3000353,3000354,75.8620689655172
chr9,3000381,3000382,76.8115942028985
chr9,3000399,3000400,78.343949044586
chr9,3000441,3000442,60.8695652173913
chr9,3000457,3000458,87.5862068965517
chr9,3000469,3000470,60.3846153846154
chr9,3000472,3000473,83.6909871244635
chr9,3000575,3000576,77.7777777777778
chr9,3000587,3000588,76.4705882352941
chr9,3000615,3000616,73.1707317073171
chr9,3000633,3000634,59.4594594594595
chr9,3000675,3000676,81.4814814814815
chr9,3000706,3000707,84.9462365591398
chr9,3000761,3000762,87.9699248120301
chr9,3000851,3000852,62.0689655172414
chr9,3000867,3000868,83.9285714285714
chr9,3000985,3000986,81.3793103448276
chr9,3000997,3000998,83.5016835016835
chr9,3001025,3001026,75.7062146892655
chr9,3001043,3001044,71.4285714285714
chr9,3001062,3001063,0
chr9,3001085,3001086,11.1111111111111
chr9,3001219,3001220,72
chr9,3001277,3001278,83.3333333333333
chr9,3001319,3001320,83.3333333333333
chr9,3001335,3001336,71.6049382716049
chr9,3001453,3001454,75.3424657534247
chr9,3001465,3001466,78.5234899328859
chr9,3001493,3001494,72
chr9,3001511,3001512,75.8928571428571
chr9,3001552,3001553,60
chr9,3001686,3001687,76.1194029850746
chr9,3001698,3001699,80.7692307692308
chr9,3001726,3001727,65.625
chr9,3001736,3001737,0
chr9,3001744,3001745,76.1904761904762
chr9,3001786,3001787,66.6666666666667
chr9,3001802,3001803,84.2105263157895
chr9,3001900,3001901,0
chr9,3001960,3001961,72.2222222222222
chr9,3001978,3001979,50
chr9,3002036,3002037,76.9230769230769
chr9,3002051,3002052,65.1162790697674
chr9,3002154,3002155,81.0457516339869
chr9,3002212,3002213,73.3333333333333
chr9,3002254,3002255,80
chr9,3002270,3002271,75
chr9,3002428,3002429,66.6666666666667
chr9,3002488,3002489,40
chr9,3002604,3002605,54.5454545454545
chr9,3002738,3002739,65.9574468085106
chr9,3002750,3002751,71.6417910447761
chr9,3002778,3002779,67.8571428571429
chr9,3002796,3002797,72
chr9,3002837,3002838,100
chr9,3002971,3002972,94.5945945945946
chr9,3002983,3002984,96.2264150943396
chr9,3003011,3003012,54.7169811320755
chr9,3003029,3003030,84.375
chr9,3003071,3003072,50
chr9,3003087,3003088,85.7142857142857
chr9,3003185,3003186,100
chr9,3003245,3003246,83.3333333333333
chr9,3003263,3003264,100
chr9,3003321,3003322,90.9090909090909
chr9,3003336,3003337,96
chr9,3003439,3003440,88.5714285714286
chr9,3003497,3003498,90.4761904761905
chr9,3003539,3003540,25
chr9,3003731,3003732,66.6666666666667
chr9,3003906,3003907,73.3333333333333
chr9,3003949,3003950,100
chr9,3003965,3003966,100
chr9,3004083,3004084,73.6842105263158
chr9,3004123,3004124,67.6470588235294
chr9,3004183,3004184,42.8571428571429
chr9,3004199,3004200,100
chr9,3004214,3004215,80
chr9,3004257,3004258,74.0740740740741
chr9,3004317,3004318,85.7142857142857
chr9,3004319,3004320,40
chr9,3004357,3004358,59.375
chr9,3004417,3004418,66.6666666666667
chr9,3004447,3004448,100
chr9,3004502,3004503,100
chr9,3004550,3004551,100
chr9,3004562,3004563,87.5
chr9,3004590,3004591,91.304347826087
chr9,3004608,3004609,81.25
chr9,3004650,3004651,20
chr9,3004666,3004667,84.6153846153846
chr9,3004681,3004682,57.1428571428571
chr9,3004744,3004745,0
chr9,3004784,3004785,70
chr9,3004796,3004797,89.1304347826087
chr9,3004824,3004825,75
chr9,3004884,3004885,33.3333333333333
chr9,3005118,3005119,80
chr9,3005381,3005382,0
chr9,3005543,3005544,100
chr9,3005555,3005556,100
chr9,3005661,3005662,65.2173913043478
chr9,3005701,3005702,70.3703703703704
chr9,3005719,3005720,80
chr9,3005761,3005762,75
chr9,3005777,3005778,66.6666666666667
chr9,3005789,3005790,100
chr9,3005792,3005793,100
chr9,3005847,3005848,80
chr9,3005937,3005938,69.5652173913043
chr9,3005953,3005954,82.3529411764706
chr9,3005993,3005994,5.88235294117647
chr9,3006071,3006072,75
chr9,3006111,3006112,65.7142857142857
chr9,3006129,3006130,91.6666666666667
chr9,3006305,3006306,86.6666666666667
chr9,3006363,3006364,71.4285714285714
chr9,3006405,3006406,37.5
